NAME	GS<br> follow link to MSigDB	GS DETAILS	SIZE	ES	NES	NOM p-val	FDR q-val	FWER p-val	RANK AT MAX	LEADING EDGE	
EXTRACELLULAR STRUCTURE ORGANIZATION%GOBP%GO:0043062	EXTRACELLULAR STRUCTURE ORGANIZATION%GOBP%GO:0043062		88	0.64314055	1.9035807	0.0	0.005098504	0.12	1210	tags=31%, list=9%, signal=33%	
NEUTROPHIL CHEMOTAXIS%GOBP%GO:0030593	NEUTROPHIL CHEMOTAXIS%GOBP%GO:0030593		24	0.7995069	1.9029522	0.0	0.0049546673	0.121	1065	tags=50%, list=8%, signal=54%	
EXTRACELLULAR MATRIX ORGANIZATION%GOBP%GO:0030198	EXTRACELLULAR MATRIX ORGANIZATION%GOBP%GO:0030198		88	0.64314055	1.8972893	0.0	0.005269916	0.132	1210	tags=31%, list=9%, signal=33%	
CYTOKINE-MEDIATED SIGNALING PATHWAY%GOBP%GO:0019221	CYTOKINE-MEDIATED SIGNALING PATHWAY%GOBP%GO:0019221		172	0.58668464	1.891848	0.0	0.005888648	0.152	2015	tags=35%, list=15%, signal=41%	
EXTRACELLULAR MATRIX DISASSEMBLY%GOBP%GO:0022617	EXTRACELLULAR MATRIX DISASSEMBLY%GOBP%GO:0022617		22	0.82195765	1.8857205	0.0	0.006750335	0.177	601	tags=36%, list=4%, signal=38%	
CLASS A 1 (RHODOPSIN-LIKE RECEPTORS)%REACTOME DATABASE ID RELEASE 65%373076	CLASS A 1 (RHODOPSIN-LIKE RECEPTORS)%REACTOME DATABASE ID RELEASE 65%373076		91	0.6396391	1.8831664	0.0	0.0069469856	0.188	1618	tags=43%, list=12%, signal=48%	
ROS AND RNS PRODUCTION IN PHAGOCYTES%REACTOME%R-HSA-1222556.11	ROS AND RNS PRODUCTION IN PHAGOCYTES%REACTOME%R-HSA-1222556.11		28	0.7679075	1.8822048	0.0	0.006867993	0.189	1595	tags=50%, list=12%, signal=56%	
ANTIMICROBIAL HUMORAL RESPONSE%GOBP%GO:0019730	ANTIMICROBIAL HUMORAL RESPONSE%GOBP%GO:0019730		27	0.7705611	1.8764683	0.001908397	0.00739874	0.212	1483	tags=37%, list=11%, signal=41%	
RESPIRATORY BURST%GOBP%GO:0045730	RESPIRATORY BURST%GOBP%GO:0045730		19	0.82704496	1.8730532	0.0	0.007869081	0.232	706	tags=53%, list=5%, signal=55%	
REGULATION OF TUMOR NECROSIS FACTOR PRODUCTION%GOBP%GO:0032680	REGULATION OF TUMOR NECROSIS FACTOR PRODUCTION%GOBP%GO:0032680		88	0.6253507	1.8714993	0.0	0.008101334	0.244	2250	tags=42%, list=16%, signal=50%	
ANTIBACTERIAL HUMORAL RESPONSE%GOBP%GO:0019731	ANTIBACTERIAL HUMORAL RESPONSE%GOBP%GO:0019731		16	0.84132326	1.8612208	0.0	0.010372998	0.307	159	tags=25%, list=1%, signal=25%	
HALLMARK_ANGIOGENESIS%MSIGDBHALLMARK%HALLMARK_ANGIOGENESIS	HALLMARK_ANGIOGENESIS%MSIGDBHALLMARK%HALLMARK_ANGIOGENESIS		18	0.8200452	1.8590225	0.0	0.010757793	0.321	553	tags=33%, list=4%, signal=35%	
POSITIVE REGULATION OF INFLAMMATORY RESPONSE%GOBP%GO:0050729	POSITIVE REGULATION OF INFLAMMATORY RESPONSE%GOBP%GO:0050729		70	0.65103173	1.8580068	0.0	0.010786638	0.328	1062	tags=30%, list=8%, signal=32%	
ANTIMICROBIAL PEPTIDES%REACTOME%R-HSA-6803157.4	ANTIMICROBIAL PEPTIDES%REACTOME%R-HSA-6803157.4		17	0.84262323	1.8579329	0.0	0.010571288	0.33	1637	tags=76%, list=12%, signal=87%	
REGULATION OF TUMOR NECROSIS FACTOR SUPERFAMILY CYTOKINE PRODUCTION%GOBP%GO:1903555	REGULATION OF TUMOR NECROSIS FACTOR SUPERFAMILY CYTOKINE PRODUCTION%GOBP%GO:1903555		93	0.61850363	1.855943	0.0	0.010709185	0.337	2250	tags=42%, list=16%, signal=50%	
RET SIGNALING%REACTOME%R-HSA-8853659.7	RET SIGNALING%REACTOME%R-HSA-8853659.7		28	0.7602704	1.8537328	0.0	0.011021416	0.356	508	tags=21%, list=4%, signal=22%	
NEUTROPHIL MIGRATION%GOBP%GO:1990266	NEUTROPHIL MIGRATION%GOBP%GO:1990266		26	0.78502536	1.8519021	0.0	0.011170232	0.368	1065	tags=46%, list=8%, signal=50%	
VACUOLAR ACIDIFICATION%GOBP%GO:0007035	VACUOLAR ACIDIFICATION%GOBP%GO:0007035		29	0.75546116	1.8507967	0.0	0.011237119	0.377	1881	tags=55%, list=14%, signal=64%	
TYROBP CAUSAL NETWORK IN MICROGLIA%WIKIPATHWAYS_20240210%WP3945%HOMO SAPIENS	TYROBP CAUSAL NETWORK IN MICROGLIA%WIKIPATHWAYS_20240210%WP3945%HOMO SAPIENS		44	0.6984775	1.8425895	0.0	0.0127677005	0.418	1693	tags=48%, list=12%, signal=54%	
MICROGLIA PATHOGEN PHAGOCYTOSIS PATHWAY%WIKIPATHWAYS_20240210%WP3937%HOMO SAPIENS	MICROGLIA PATHOGEN PHAGOCYTOSIS PATHWAY%WIKIPATHWAYS_20240210%WP3937%HOMO SAPIENS		29	0.7585583	1.8312681	0.0	0.015906736	0.496	1604	tags=52%, list=12%, signal=58%	
GPCRS CLASS A RHODOPSIN LIKE%WIKIPATHWAYS_20240210%WP455%HOMO SAPIENS	GPCRS CLASS A RHODOPSIN LIKE%WIKIPATHWAYS_20240210%WP455%HOMO SAPIENS		53	0.65867364	1.8300025	0.0	0.016029224	0.505	1618	tags=38%, list=12%, signal=43%	
MACROPHAGE ACTIVATION%GOBP%GO:0042116	MACROPHAGE ACTIVATION%GOBP%GO:0042116		26	0.75715494	1.8298972	0.0	0.015717564	0.506	1391	tags=42%, list=10%, signal=47%	
HALLMARK_KRAS_SIGNALING_UP%MSIGDBHALLMARK%HALLMARK_KRAS_SIGNALING_UP	HALLMARK_KRAS_SIGNALING_UP%MSIGDBHALLMARK%HALLMARK_KRAS_SIGNALING_UP		90	0.60988957	1.829056	0.0	0.015618206	0.513	2030	tags=34%, list=15%, signal=40%	
EXTRACELLULAR MATRIX ORGANIZATION%REACTOME%R-HSA-1474244.4	EXTRACELLULAR MATRIX ORGANIZATION%REACTOME%R-HSA-1474244.4		153	0.57579905	1.8270103	0.0	0.015935376	0.526	1212	tags=27%, list=9%, signal=29%	
HALLMARK_IL6_JAK_STAT3_SIGNALING%MSIGDBHALLMARK%HALLMARK_IL6_JAK_STAT3_SIGNALING	HALLMARK_IL6_JAK_STAT3_SIGNALING%MSIGDBHALLMARK%HALLMARK_IL6_JAK_STAT3_SIGNALING		49	0.6736995	1.8211901	0.0	0.01745291	0.559	1286	tags=33%, list=9%, signal=36%	
GPCR LIGAND BINDING%REACTOME DATABASE ID RELEASE 65%500792	GPCR LIGAND BINDING%REACTOME DATABASE ID RELEASE 65%500792		130	0.57960826	1.81758	0.0	0.01821978	0.583	1464	tags=33%, list=11%, signal=37%	
REGULATION OF INFLAMMATORY RESPONSE%GOBP%GO:0050727	REGULATION OF INFLAMMATORY RESPONSE%GOBP%GO:0050727		180	0.5567134	1.8050779	0.0	0.022906426	0.671	2243	tags=37%, list=16%, signal=43%	
SIGNALING EVENTS REGULATED BY RET TYROSINE KINASE%PATHWAY INTERACTION DATABASE NCI-NATURE CURATED DATA%SIGNALING EVENTS REGULATED BY RET TYROSINE KINASE	SIGNALING EVENTS REGULATED BY RET TYROSINE KINASE%PATHWAY INTERACTION DATABASE NCI-NATURE CURATED DATA%SIGNALING EVENTS REGULATED BY RET TYROSINE KINASE		31	0.72855526	1.8032951	0.0	0.023448566	0.685	508	tags=19%, list=4%, signal=20%	
POSITIVE REGULATION OF TUMOR NECROSIS FACTOR SUPERFAMILY CYTOKINE PRODUCTION%GOBP%GO:1903557	POSITIVE REGULATION OF TUMOR NECROSIS FACTOR SUPERFAMILY CYTOKINE PRODUCTION%GOBP%GO:1903557		56	0.6571044	1.8032628	0.0	0.023041982	0.686	1406	tags=34%, list=10%, signal=38%	
IL8- AND CXCR2-MEDIATED SIGNALING EVENTS%PATHWAY INTERACTION DATABASE NCI-NATURE CURATED DATA%IL8- AND CXCR2-MEDIATED SIGNALING EVENTS	IL8- AND CXCR2-MEDIATED SIGNALING EVENTS%PATHWAY INTERACTION DATABASE NCI-NATURE CURATED DATA%IL8- AND CXCR2-MEDIATED SIGNALING EVENTS		32	0.70330644	1.7932394	0.0	0.027354516	0.751	1091	tags=31%, list=8%, signal=34%	
BINDING AND UPTAKE OF LIGANDS BY SCAVENGER RECEPTORS%REACTOME DATABASE ID RELEASE 65%2173782	BINDING AND UPTAKE OF LIGANDS BY SCAVENGER RECEPTORS%REACTOME DATABASE ID RELEASE 65%2173782		23	0.75068444	1.7927921	0.0018656716	0.026988873	0.752	1507	tags=57%, list=11%, signal=63%	
SYNDECAN-4-MEDIATED SIGNALING EVENTS%PATHWAY INTERACTION DATABASE NCI-NATURE CURATED DATA%SYNDECAN-4-MEDIATED SIGNALING EVENTS	SYNDECAN-4-MEDIATED SIGNALING EVENTS%PATHWAY INTERACTION DATABASE NCI-NATURE CURATED DATA%SYNDECAN-4-MEDIATED SIGNALING EVENTS		21	0.77922636	1.7897077	0.0018115942	0.02852439	0.772	796	tags=24%, list=6%, signal=25%	
REGULATION OF INTERLEUKIN-1 PRODUCTION%GOBP%GO:0032652	REGULATION OF INTERLEUKIN-1 PRODUCTION%GOBP%GO:0032652		59	0.64766943	1.7890422	0.0	0.028279984	0.78	1116	tags=27%, list=8%, signal=29%	
NEUTROPHIL ACTIVATION%GOBP%GO:0042119	NEUTROPHIL ACTIVATION%GOBP%GO:0042119		16	0.81204027	1.788065	0.0	0.028241595	0.784	1577	tags=63%, list=11%, signal=71%	
RESPONSE TO CADMIUM ION%GOBP%GO:0046686	RESPONSE TO CADMIUM ION%GOBP%GO:0046686		22	0.76582503	1.7878	0.0	0.027867677	0.785	1286	tags=36%, list=9%, signal=40%	
EPITHELIAL CELL MIGRATION%GOBP%GO:0010631	EPITHELIAL CELL MIGRATION%GOBP%GO:0010631		50	0.64928156	1.780872	0.0018552876	0.030973302	0.824	2068	tags=36%, list=15%, signal=42%	
CELLULAR RESPONSE TO CADMIUM ION%GOBP%GO:0071276	CELLULAR RESPONSE TO CADMIUM ION%GOBP%GO:0071276		21	0.7689168	1.7726477	0.001908397	0.03571926	0.865	1286	tags=38%, list=9%, signal=42%	
DAP12 INTERACTIONS%REACTOME DATABASE ID RELEASE 65%2172127	DAP12 INTERACTIONS%REACTOME DATABASE ID RELEASE 65%2172127		28	0.72983027	1.7687423	0.0018115942	0.03773978	0.88	849	tags=29%, list=6%, signal=30%	
EPITHELIUM MIGRATION%GOBP%GO:0090132	EPITHELIUM MIGRATION%GOBP%GO:0090132		50	0.64928156	1.7669036	0.0	0.03832795	0.888	2068	tags=36%, list=15%, signal=42%	
HALLMARK_TGF_BETA_SIGNALING%MSIGDBHALLMARK%HALLMARK_TGF_BETA_SIGNALING	HALLMARK_TGF_BETA_SIGNALING%MSIGDBHALLMARK%HALLMARK_TGF_BETA_SIGNALING		36	0.6945841	1.7653494	0.0018248175	0.039000846	0.895	2250	tags=47%, list=16%, signal=56%	
REGULATION OF CHEMOTAXIS%GOBP%GO:0050920	REGULATION OF CHEMOTAXIS%GOBP%GO:0050920		100	0.5853865	1.7645775	0.0	0.038969103	0.899	1029	tags=24%, list=7%, signal=26%	
LYSOSOMAL LUMEN ACIDIFICATION%GOBP%GO:0007042	LYSOSOMAL LUMEN ACIDIFICATION%GOBP%GO:0007042		21	0.76338947	1.7621367	0.0	0.04023215	0.909	2512	tags=62%, list=18%, signal=76%	
CELLULAR EXTRAVASATION%GOBP%GO:0045123	CELLULAR EXTRAVASATION%GOBP%GO:0045123		23	0.7481809	1.7618678	0.0053956835	0.039853226	0.91	857	tags=35%, list=6%, signal=37%	
NEUROINFLAMMATORY RESPONSE%GOBP%GO:0150076	NEUROINFLAMMATORY RESPONSE%GOBP%GO:0150076		15	0.8374392	1.7600571	0.0	0.040615883	0.916	1391	tags=67%, list=10%, signal=74%	
NEGATIVE REGULATION OF INTERLEUKIN-1 PRODUCTION%GOBP%GO:0032692	NEGATIVE REGULATION OF INTERLEUKIN-1 PRODUCTION%GOBP%GO:0032692		20	0.764786	1.7591068	0.0	0.040762547	0.918	1909	tags=45%, list=14%, signal=52%	
POSITIVE REGULATION OF VASCULATURE DEVELOPMENT%GOBP%GO:1904018	POSITIVE REGULATION OF VASCULATURE DEVELOPMENT%GOBP%GO:1904018		80	0.5968306	1.7544968	0.001633987	0.04340416	0.93	1498	tags=33%, list=11%, signal=36%	
BONE MORPHOGENESIS%GOBP%GO:0060349	BONE MORPHOGENESIS%GOBP%GO:0060349		17	0.7905202	1.7532473	0.0018832391	0.043820906	0.936	546	tags=29%, list=4%, signal=31%	
INTRACELLULAR PH REDUCTION%GOBP%GO:0051452	INTRACELLULAR PH REDUCTION%GOBP%GO:0051452		38	0.6674925	1.7520542	0.0	0.044167124	0.941	1881	tags=45%, list=14%, signal=52%	
TISSUE MIGRATION%GOBP%GO:0090130	TISSUE MIGRATION%GOBP%GO:0090130		51	0.6452549	1.748945	0.0	0.046207517	0.949	2068	tags=35%, list=15%, signal=41%	
AMEBOIDAL-TYPE CELL MIGRATION%GOBP%GO:0001667	AMEBOIDAL-TYPE CELL MIGRATION%GOBP%GO:0001667		79	0.6022024	1.7464931	0.0	0.047430728	0.954	2068	tags=30%, list=15%, signal=36%	
GRANULOCYTE ACTIVATION%GOBP%GO:0036230	GRANULOCYTE ACTIVATION%GOBP%GO:0036230		17	0.7895175	1.7450091	0.0054545454	0.0482363	0.959	1577	tags=59%, list=11%, signal=66%	
CELLULAR RESPONSE TO LOW-DENSITY LIPOPROTEIN PARTICLE STIMULUS%GOBP%GO:0071404	CELLULAR RESPONSE TO LOW-DENSITY LIPOPROTEIN PARTICLE STIMULUS%GOBP%GO:0071404		20	0.76640594	1.7440329	0.001934236	0.04842439	0.96	934	tags=40%, list=7%, signal=43%	
MYELOID LEUKOCYTE DIFFERENTIATION%GOBP%GO:0002573	MYELOID LEUKOCYTE DIFFERENTIATION%GOBP%GO:0002573		68	0.6018961	1.7417128	0.0	0.049487196	0.966	1170	tags=29%, list=9%, signal=32%	
HALLMARK_INFLAMMATORY_RESPONSE%MSIGDBHALLMARK%HALLMARK_INFLAMMATORY_RESPONSE	HALLMARK_INFLAMMATORY_RESPONSE%MSIGDBHALLMARK%HALLMARK_INFLAMMATORY_RESPONSE		112	0.57362515	1.74152	0.0	0.04896331	0.966	1269	tags=30%, list=9%, signal=33%	
PEPTIDE LIGAND-BINDING RECEPTORS%REACTOME DATABASE ID RELEASE 65%375276	PEPTIDE LIGAND-BINDING RECEPTORS%REACTOME DATABASE ID RELEASE 65%375276		43	0.65193146	1.7413981	0.0036832413	0.048479334	0.966	1449	tags=40%, list=11%, signal=44%	
REGULATION OF NEUTROPHIL MIGRATION%GOBP%GO:1902622	REGULATION OF NEUTROPHIL MIGRATION%GOBP%GO:1902622		23	0.7298756	1.7413565	0.0	0.047901567	0.966	1029	tags=30%, list=7%, signal=33%	
POSITIVE REGULATION OF TUMOR NECROSIS FACTOR PRODUCTION%GOBP%GO:0032760	POSITIVE REGULATION OF TUMOR NECROSIS FACTOR PRODUCTION%GOBP%GO:0032760		53	0.636529	1.7396246	0.0017301039	0.048830368	0.97	2250	tags=42%, list=16%, signal=49%	
REGULATION OF PHAGOCYTOSIS%GOBP%GO:0050764	REGULATION OF PHAGOCYTOSIS%GOBP%GO:0050764		55	0.6303269	1.7390996	0.0	0.04859717	0.97	1170	tags=36%, list=9%, signal=40%	
REGULATION OF INTERLEUKIN-1 BETA PRODUCTION%GOBP%GO:0032651	REGULATION OF INTERLEUKIN-1 BETA PRODUCTION%GOBP%GO:0032651		51	0.6467567	1.7383207	0.0	0.048778277	0.971	1116	tags=27%, list=8%, signal=30%	
COMPLEMENT SYSTEM%WIKIPATHWAYS_20240210%WP2806%HOMO SAPIENS	COMPLEMENT SYSTEM%WIKIPATHWAYS_20240210%WP2806%HOMO SAPIENS		35	0.68305993	1.7368586	0.0	0.049434517	0.972	1021	tags=34%, list=7%, signal=37%	
POSITIVE REGULATION OF MUSCLE CELL DIFFERENTIATION%GOBP%GO:0051149	POSITIVE REGULATION OF MUSCLE CELL DIFFERENTIATION%GOBP%GO:0051149		27	0.7203767	1.7357439	0.0	0.049653266	0.977	649	tags=26%, list=5%, signal=27%	
ALPHA 6 BETA 4 SIGNALING PATHWAY%WIKIPATHWAYS_20240210%WP244%HOMO SAPIENS	ALPHA 6 BETA 4 SIGNALING PATHWAY%WIKIPATHWAYS_20240210%WP244%HOMO SAPIENS		21	0.75202835	1.7342507	0.0017825312	0.050581478	0.978	371	tags=19%, list=3%, signal=20%	
EXPORT ACROSS PLASMA MEMBRANE%GOBP%GO:0140115	EXPORT ACROSS PLASMA MEMBRANE%GOBP%GO:0140115		29	0.71594787	1.7323459	0.0016920473	0.05143851	0.978	1564	tags=41%, list=11%, signal=47%	
LUNG FIBROSIS%WIKIPATHWAYS_20240210%WP3624%HOMO SAPIENS	LUNG FIBROSIS%WIKIPATHWAYS_20240210%WP3624%HOMO SAPIENS		22	0.75386184	1.7290764	0.0019047619	0.05375057	0.983	1180	tags=36%, list=9%, signal=40%	
REGULATION OF LEUKOCYTE MIGRATION%GOBP%GO:0002685	REGULATION OF LEUKOCYTE MIGRATION%GOBP%GO:0002685		102	0.5640536	1.7276337	0.0031347962	0.054479893	0.983	1029	tags=23%, list=7%, signal=24%	
POST-TRANSLATIONAL PROTEIN PHOSPHORYLATION%REACTOME DATABASE ID RELEASE 65%8957275	POST-TRANSLATIONAL PROTEIN PHOSPHORYLATION%REACTOME DATABASE ID RELEASE 65%8957275		54	0.6178259	1.7243567	0.0	0.0566837	0.985	1410	tags=37%, list=10%, signal=41%	
REGULATION OF MONONUCLEAR CELL MIGRATION%GOBP%GO:0071675	REGULATION OF MONONUCLEAR CELL MIGRATION%GOBP%GO:0071675		60	0.6086636	1.7226285	0.0017094017	0.0576016	0.987	902	tags=20%, list=7%, signal=21%	
CELLULAR RESPONSE TO LIPOPROTEIN PARTICLE STIMULUS%GOBP%GO:0071402	CELLULAR RESPONSE TO LIPOPROTEIN PARTICLE STIMULUS%GOBP%GO:0071402		21	0.7633074	1.7220873	0.0018621974	0.057449803	0.987	934	tags=38%, list=7%, signal=41%	
POSITIVE REGULATION OF INTERLEUKIN-6 PRODUCTION%GOBP%GO:0032755	POSITIVE REGULATION OF INTERLEUKIN-6 PRODUCTION%GOBP%GO:0032755		52	0.6199873	1.7185	0.0	0.060073327	0.993	1166	tags=31%, list=8%, signal=33%	
REGULATION OF INTERLEUKIN-6 PRODUCTION%GOBP%GO:0032675	REGULATION OF INTERLEUKIN-6 PRODUCTION%GOBP%GO:0032675		83	0.5926113	1.7162261	0.0	0.061561376	0.993	1449	tags=30%, list=11%, signal=33%	
DETECTION OF EXTERNAL BIOTIC STIMULUS%GOBP%GO:0098581	DETECTION OF EXTERNAL BIOTIC STIMULUS%GOBP%GO:0098581		16	0.79491323	1.7151805	0.0018214936	0.061846178	0.994	789	tags=38%, list=6%, signal=40%	
POSITIVE REGULATION OF PHAGOCYTOSIS%GOBP%GO:0050766	POSITIVE REGULATION OF PHAGOCYTOSIS%GOBP%GO:0050766		37	0.67019856	1.7146572	0.0	0.06175755	0.994	1170	tags=41%, list=9%, signal=44%	
OVARIAN INFERTILITY%WIKIPATHWAYS_20240210%WP34%HOMO SAPIENS	OVARIAN INFERTILITY%WIKIPATHWAYS_20240210%WP34%HOMO SAPIENS		18	0.7696456	1.7130122	0.0	0.06258201	0.995	416	tags=22%, list=3%, signal=23%	
RESPONSE TO LIPOPROTEIN PARTICLE%GOBP%GO:0055094	RESPONSE TO LIPOPROTEIN PARTICLE%GOBP%GO:0055094		20	0.76640594	1.7119278	0.0035650623	0.06314016	0.995	934	tags=40%, list=7%, signal=43%	
POSITIVE REGULATION OF CYTOSOLIC CALCIUM ION CONCENTRATION%GOBP%GO:0007204	POSITIVE REGULATION OF CYTOSOLIC CALCIUM ION CONCENTRATION%GOBP%GO:0007204		55	0.612354	1.7099658	0.0	0.064330325	0.995	1618	tags=35%, list=12%, signal=39%	
COLLAGEN METABOLIC PROCESS%GOBP%GO:0032963	COLLAGEN METABOLIC PROCESS%GOBP%GO:0032963		20	0.75608766	1.709829	0.0	0.06383927	0.995	601	tags=30%, list=4%, signal=31%	
PID_RET_PATHWAY%MSIGDB_C2%PID_RET_PATHWAY	PID_RET_PATHWAY%MSIGDB_C2%PID_RET_PATHWAY		25	0.70578605	1.7095243	0.010909091	0.063460544	0.995	2189	tags=32%, list=16%, signal=38%	
